carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,mileage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
Coupé,Silver,Occasion,null,null,Zuzwil,null,PORSCHE,null,68100,km,911 Carrera 4 S,PORSCHE 911 Carrera 4 S,null,car,null,null,null
Coupé,White,Occasion,null,null,Zuzwil,null,JAGUAR,null,103000,km,XKR S/C,JAGUAR XKR S/C,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,87800,km,E 420 Avantgarde,MERCEDES-BENZ E 420 Avantgarde,null,car,null,null,null
Saloon,Green,Occasion,null,null,Zuzwil,null,BMW,null,114600,km,730i,BMW 730i,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,BMW,null,66800,km,M6,BMW M6,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,AUDI,null,59000,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
Coupé,Red,Occasion,null,null,Zuzwil,null,MITSUBISHI,null,114800,km,Starion 2000 Turbo,MITSUBISHI Starion 2000 Turbo,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,198000,km,190 E 2.5-16 ABS,MERCEDES-BENZ 190 E 2.5-16 ABS,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,BMW,null,97100,km,2002 Turbo,BMW 2002 Turbo,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,500,km,CLK DTM AMG Cabriolet,MERCEDES-BENZ CLK DTM AMG Cabriolet,null,car,null,null,null
Convertible,Blue,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,166550,km,SLK 230 Kompressor,MERCEDES-BENZ SLK 230 Kompressor,null,car,null,null,null
Saloon,Gray,Occasion,null,null,Zuzwil,null,BENTLEY,null,145000,km,Arnage R,BENTLEY Arnage R,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,97000,km,500 SL,MERCEDES-BENZ 500 SL,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,30400,km,SL 500,MERCEDES-BENZ SL 500,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,LANCIA,null,68000,km,DELTA Integrale EVO,LANCIA DELTA Integrale EVO,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,AUDI,null,48200,km,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,AUDI,null,31750,km,RS5 Coupé 4.2FSI quattro,AUDI RS5 Coupé 4.2FSI quattro,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,MASERATI,null,8700,km,GranTurismo,MASERATI GranTurismo,null,car,null,null,null
SUV,Silver,Occasion,null,null,Zuzwil,null,LAND ROVER,null,9000,km,Range Rover 5.0 V8 SC,LAND ROVER Range Rover 5.0 V8 SC,null,car,null,null,null
SUV,Gray,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,88500,km,ML 63 AMG 4Matic,MERCEDES-BENZ ML 63 AMG 4Matic,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,LAND ROVER,null,46500,km,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,null,car,null,null,null
Convertible,Green,Occasion,null,null,Zuzwil,null,McLAREN,null,16000,km,MP4-12C Spider 3.8 V8,McLAREN MP4-12C Spider 3.8 V8,null,car,null,null,null
Saloon,Green,Oldtimer,null,null,Zuzwil,null,NSU,null,10352,km,TT,NSU TT,null,car,null,null,null
Coupé,Gray,Oldtimer,null,null,Zuzwil,null,FORD,null,1,km,T - Roadster,FORD T - Roadster,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,125000,km,S 600 L,MERCEDES-BENZ S 600 L,null,car,null,null,null
Saloon,Red,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,128000,km,S 500,MERCEDES-BENZ S 500,null,car,null,null,null
Convertible,Red,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,68900,km,SL 600,MERCEDES-BENZ SL 600,null,car,null,null,null
Coupé,Gray,Occasion,null,null,Zuzwil,null,PORSCHE,null,52900,km,911 Turbo,PORSCHE 911 Turbo,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,AUDI,null,25400,km,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,null,car,null,null,null
Other,Black,Occasion,null,null,Zuzwil,null,SEAT,null,132200,km,Ibiza 1.9 TDI FR,SEAT Ibiza 1.9 TDI FR,null,car,null,null,null
Coupé,Red,Occasion,null,null,Zuzwil,null,FERRARI,null,45000,km,F430,FERRARI F430,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,AUDI,null,62000,km,A6 4.2 V8 quattro,AUDI A6 4.2 V8 quattro,null,car,null,null,null
Convertible,Gray,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,20000,km,SL 600,MERCEDES-BENZ SL 600,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,PORSCHE,null,60800,km,911 Turbo,PORSCHE 911 Turbo,null,car,null,null,null
Convertible,Green,Occasion,null,null,Zuzwil,null,FERRARI,null,53600,km,F360 Spider,FERRARI F360 Spider,null,car,null,null,null
Station Wagon,Blue,Occasion,null,null,Zuzwil,null,AUDI,null,88600,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,75300,km,6.7 BRABUS,MERCEDES-BENZ 6.7 BRABUS,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,BMW,null,34500,km,M6,BMW M6,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,RENAULT,null,85000,km,Alpine A110 1300,RENAULT Alpine A110 1300,null,car,null,null,null
Station Wagon,Red,Occasion,null,null,Zuzwil,null,AUDI,null,71900,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,AUDI,null,37000,km,R8 Spyder 5.2,AUDI R8 Spyder 5.2,null,car,null,null,null
Station Wagon,Silver,Occasion,null,null,Zuzwil,null,AUDI,null,46900,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,RENAULT,null,31000,km,Alpine A310 V6,RENAULT Alpine A310 V6,null,car,null,null,null
Station Wagon,Gray,Occasion,null,null,Zuzwil,null,AUDI,null,41900,km,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,26800,km,E 420 Elégance,MERCEDES-BENZ E 420 Elégance,null,car,null,null,null
Coupé,Gray,Occasion,null,null,Zuzwil,null,FERRARI,null,32500,km,456 GTA,FERRARI 456 GTA,null,car,null,null,null
Convertible,Black,Vorführmodell,null,null,Zuzwil,null,MERCEDES-BENZ,null,300,km,SLK 200 Kompressor,MERCEDES-BENZ SLK 200 Kompressor,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,BMW,null,124800,km,330xi,BMW 330xi,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,LAMBORGHINI,null,20600,km,Diablo 5.7,LAMBORGHINI Diablo 5.7,null,car,null,null,null
Coupé,Green,Occasion,null,null,Zuzwil,null,PORSCHE,null,47500,km,911 Turbo,PORSCHE 911 Turbo,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,BMW,null,15300,km,M5,BMW M5,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,AUDI,null,117400,km,RS4 Avant 4.2 V8 quattro,AUDI RS4 Avant 4.2 V8 quattro,null,car,null,null,null
Coupé,Green,Occasion,null,null,Zuzwil,null,CHEVROLET,null,6300,km,Corvette ZR1,CHEVROLET Corvette ZR1,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,LANCIA,null,131000,km,Delta HF Integrale Evo 4V,LANCIA Delta HF Integrale Evo 4V,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,ALFA ROMEO,null,69300,km,Spider 2.0,ALFA ROMEO Spider 2.0,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Sursee,null,MERCEDES-BENZ,null,5000,km,300 300SL W198,MERCEDES-BENZ 300 300SL W198,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,AUDI,null,34650,km,RS4 Cabriolet 4.2 quattro,AUDI RS4 Cabriolet 4.2 quattro,null,car,null,null,null
Saloon,Red,Occasion,null,null,Zuzwil,null,AUDI,null,33800,km,A8 4.2 quattro,AUDI A8 4.2 quattro,null,car,null,null,null
Saloon,Purple,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,32000,km,S 500,MERCEDES-BENZ S 500,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,35000,km,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,null,car,null,null,null
SUV,Silver,Occasion,null,null,Zuzwil,null,BMW,null,39200,km,X1 xDrive 25d Sport Line,BMW X1 xDrive 25d Sport Line,null,car,null,null,null
Coupé,Gray,Occasion,null,null,Zuzwil,null,TALBOT,null,182200,km,Murena 2.2,TALBOT Murena 2.2,null,car,null,null,null
Convertible,White,Occasion,null,null,Zuzwil,null,MASERATI,null,78300,km,Spyder GT,MASERATI Spyder GT,null,car,null,null,null
Coupé,Red,Occasion,null,null,Zuzwil,null,FERRARI,null,4400,km,F430,FERRARI F430,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,19200,km,SL 500,MERCEDES-BENZ SL 500,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,FERRARI,null,8000,km,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta,null,car,null,null,null
Station Wagon,Silver,Occasion,null,null,Zuzwil,null,AUDI,null,144100,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
Coupé,Gray,Occasion,null,null,Zuzwil,null,FERRARI,null,8100,km,575M,FERRARI 575M,null,car,null,null,null
Convertible,Blue,Occasion,null,null,Zuzwil,null,BMW,null,27700,km,Z1,BMW Z1,null,car,null,null,null
SUV,White,Occasion,null,null,Zuzwil,null,PORSCHE,null,115000,km,Cayenne S,PORSCHE Cayenne S,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,8900,km,SL 320,MERCEDES-BENZ SL 320,null,car,null,null,null
Coupé,Gray,Occasion,null,null,Zuzwil,null,FERRARI,null,41500,km,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,BMW,null,86100,km,535i,BMW 535i,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,BMW,null,79800,km,320i Touring,BMW 320i Touring,null,car,null,null,null
Convertible,Red,Occasion,null,null,Zuzwil,null,JAGUAR,null,77600,km,XKR S/C Convertible,JAGUAR XKR S/C Convertible,null,car,null,null,null
SUV,Green,Occasion,null,null,Zuzwil,null,LAND ROVER,null,70000,km,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,79500,km,CLK 55 AMG Avantgarde,MERCEDES-BENZ CLK 55 AMG Avantgarde,null,car,null,null,null
Coupé,White,Occasion,null,null,Zuzwil,null,FERRARI,null,22000,km,599 GTB,FERRARI 599 GTB,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,TOYOTA,null,54100,km,Celica 2800 i Supra,TOYOTA Celica 2800 i Supra,null,car,null,null,null
SUV,Gray,Occasion,null,null,Zuzwil,null,LAND ROVER,null,151300,km,RANGE ROVER 3.5,LAND ROVER RANGE ROVER 3.5,null,car,null,null,null
Convertible,Green,Occasion,null,null,Sursee,null,FERRARI,null,5000,km,Dino 246 GTS,FERRARI Dino 246 GTS,null,car,null,null,null
Station Wagon,Blue,Occasion,null,null,Zuzwil,null,AUDI,null,39300,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
Convertible,Blue,Occasion,null,null,Zuzwil,null,PORSCHE,null,52000,km,911 Turbo Cabrio,PORSCHE 911 Turbo Cabrio,null,car,null,null,null
Convertible,Blue,Occasion,null,null,Zuzwil,null,PORSCHE,null,78000,km,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,ASTON MARTIN,null,92500,km,V8 Vantage 4.3,ASTON MARTIN V8 Vantage 4.3,null,car,null,null,null
Convertible,Black,Neu,null,null,Zuzwil,null,LAMBORGHINI,null,90,km,Aventador LP700-4 Rds,LAMBORGHINI Aventador LP700-4 Rds,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,ASTON MARTIN,null,29000,km,DB7 Vantage Volante,ASTON MARTIN DB7 Vantage Volante,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,48200,km,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,BMW-ALPINA,null,157000,km,5 SERIES B7 (E28),BMW-ALPINA 5 SERIES B7 (E28),null,car,null,null,null
Saloon,Red,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,33700,km,E 50 AMG Avantgarde,MERCEDES-BENZ E 50 AMG Avantgarde,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,16500,km,Cayenne Turbo,PORSCHE Cayenne Turbo,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,LAMBORGHINI,null,36700,km,Gallardo 5.0 V10 Coupé,LAMBORGHINI Gallardo 5.0 V10 Coupé,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,96400,km,SL 600,MERCEDES-BENZ SL 600,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,JEEP,null,126200,km,Grand Cherokee 4.0 Ltd.,JEEP Grand Cherokee 4.0 Ltd.,null,car,null,null,null
Coupé,Yellow,Occasion,null,null,Zuzwil,null,FERRARI,null,31700,km,Testarossa,FERRARI Testarossa,null,car,null,null,null
SUV,Blue,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,25100,km,ML 63 AMG 4Matic,MERCEDES-BENZ ML 63 AMG 4Matic,null,car,null,null,null
Other,Blue,Occasion,null,null,Zuzwil,null,RENAULT,null,147900,km,Clio 2.0 16V Sport,RENAULT Clio 2.0 16V Sport,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,BMW,null,72000,km,550i Touring,BMW 550i Touring,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,AUDI,null,5900,km,R8 GT Spyder 5.2,AUDI R8 GT Spyder 5.2,null,car,null,null,null
Coupé,Green,Occasion,null,null,Zuzwil,null,PORSCHE,null,38600,km,911 Turbo,PORSCHE 911 Turbo,null,car,null,null,null
Convertible,Yellow,Occasion,null,null,Zuzwil,null,CHRYSLER,null,28600,km,Viper RT/10,CHRYSLER Viper RT/10,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,CHEVROLET,null,200,km,Corvette Z06,CHEVROLET Corvette Z06,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,BENTLEY,null,60000,km,Continental R Coupé,BENTLEY Continental R Coupé,null,car,null,null,null
Coupé,White,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,47500,km,CLK 55 AMG Avantgarde,MERCEDES-BENZ CLK 55 AMG Avantgarde,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,145100,km,300 SEL 3.5,MERCEDES-BENZ 300 SEL 3.5,null,car,null,null,null
Station Wagon,Gray,Occasion,null,null,Zuzwil,null,AUDI,null,14000,km,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,null,car,null,null,null
Convertible,White,Occasion,null,null,Zuzwil,null,FERRARI,null,11700,km,458 Spider Italia 4.5 V8,FERRARI 458 Spider Italia 4.5 V8,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,AUDI,null,49900,km,TT Roadster 1.8 T,AUDI TT Roadster 1.8 T,null,car,null,null,null
Station Wagon,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,62500,km,C 280 Elégance,MERCEDES-BENZ C 280 Elégance,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,MASERATI,null,39500,km,Biturbo Spyder E,MASERATI Biturbo Spyder E,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,JAGUAR,null,49500,km,XKR 5.0 V8 SC,JAGUAR XKR 5.0 V8 SC,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,BMW,null,31500,km,M5,BMW M5,null,car,null,null,null
Convertible,Blue,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,32500,km,CLK DTM AMG,MERCEDES-BENZ CLK DTM AMG,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,AUDI,null,91900,km,S6 Avant quattro 4.2,AUDI S6 Avant quattro 4.2,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,63500,km,911 Turbo,PORSCHE 911 Turbo,null,car,null,null,null
Convertible,White,Vorführmodell,null,null,Zuzwil,null,ASTON MARTIN,null,9000,km,V8 Vantage 4.7,ASTON MARTIN V8 Vantage 4.7,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,BMW,null,64700,km,323 E21,BMW 323 E21,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,BMW,null,93500,km,2002 tii,BMW 2002 tii,null,car,null,null,null
Coupé,Gray,Occasion,null,null,Zuzwil,null,PORSCHE,null,63300,km,911 Turbo,PORSCHE 911 Turbo,null,car,null,null,null
Coupé,Black,Occasion,null,null,St. Gallen,null,LAMBORGHINI,null,1700,km,GallardoLP570-4CpéTecnica,LAMBORGHINI GallardoLP570-4CpéTecnica,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,46500,km,911 Turbo Cabrio,PORSCHE 911 Turbo Cabrio,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,MASERATI,null,56600,km,Quattroporte 4.2,MASERATI Quattroporte 4.2,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,54000,km,924 Turbo,PORSCHE 924 Turbo,null,car,null,null,null
Convertible,Gray,Occasion,null,null,Zuzwil,null,PORSCHE,null,68900,km,Boxster S 3.4,PORSCHE Boxster S 3.4,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,137700,km,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,RENAULT,null,153600,km,Alpine A310 V6,RENAULT Alpine A310 V6,null,car,null,null,null
Coupé,Gray,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,19800,km,CL 65 AMG,MERCEDES-BENZ CL 65 AMG,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,CHEVROLET,null,68200,km,Corvette 5.7 LT1 Convert.,CHEVROLET Corvette 5.7 LT1 Convert.,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,PORSCHE,null,134000,km,911 SC 3.0,PORSCHE 911 SC 3.0,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,ALFA ROMEO,null,75000,km,GTV 6 2.5,ALFA ROMEO GTV 6 2.5,null,car,null,null,null
Station Wagon,Black,Vorführmodell,null,null,Zuzwil,null,BMW,null,112300,km,523i Touring,BMW 523i Touring,null,car,null,null,null
Station Wagon,Blue,Occasion,null,null,Zuzwil,null,AUDI,null,47600,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
SUV,Silver,Occasion,null,null,Zuzwil,null,TOYOTA,null,5000,km,LAND CRUISER FJ 40,TOYOTA LAND CRUISER FJ 40,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,BMW,null,171000,km,M5,BMW M5,null,car,null,null,null
Convertible,Green,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,23700,km,CLK 55 AMG Avantgarde,MERCEDES-BENZ CLK 55 AMG Avantgarde,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,BMW-ALPINA,null,54100,km,B3 3.3 S,BMW-ALPINA B3 3.3 S,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,24400,km,SL 500,MERCEDES-BENZ SL 500,null,car,null,null,null
Saloon,Gray,Occasion,null,null,Zuzwil,null,VW,null,1,km,BEETLE New Beetle Cup,VW BEETLE New Beetle Cup,null,car,null,null,null
Convertible,Blue,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,19999,km,SL 63 AMG,MERCEDES-BENZ SL 63 AMG,null,car,null,null,null
Saloon,White,Occasion,null,null,Zuzwil,null,BENTLEY,null,34900,km,Arnage Green Label,BENTLEY Arnage Green Label,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,AUDI,null,41100,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,AUDI,null,29300,km,TTS Cpé 2.0 TFSI quattro,AUDI TTS Cpé 2.0 TFSI quattro,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,RENAULT,null,139200,km,Alpine A310 V6,RENAULT Alpine A310 V6,null,car,null,null,null
Coupé,Silver,Vorführmodell,null,null,Zuzwil,null,BMW,null,10900,km,Z4 M Coupé,BMW Z4 M Coupé,null,car,null,null,null
Coupé,Black,Neu,null,null,Zuzwil,null,McLAREN,null,55,km,MP4-12C 3.8 V8,McLAREN MP4-12C 3.8 V8,null,car,null,null,null
Saloon,Silver,Vorführmodell,null,null,Zuzwil,null,MERCEDES-BENZ,null,100,km,E 320 CDI Avantgarde,MERCEDES-BENZ E 320 CDI Avantgarde,null,car,null,null,null
Coupé,Purple,Occasion,null,null,Zuzwil,null,CHEVROLET,null,21300,km,CORVETTE C2,CHEVROLET CORVETTE C2,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,12100,km,C 63 AMG BLACK SERIES (Coupé),MERCEDES-BENZ C 63 AMG BLACK SERIES (Coupé),null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,AUDI,null,34200,km,RS4 Avant 4.2 FSI quattro,AUDI RS4 Avant 4.2 FSI quattro,null,car,null,null,null
Coupé,Green,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,50200,km,CL 55 AMG,MERCEDES-BENZ CL 55 AMG,null,car,null,null,null
Coupé,Gray,Occasion,null,null,Zuzwil,null,FERRARI,null,62000,km,F550 Maranello,FERRARI F550 Maranello,null,car,null,null,null
Station Wagon,Blue,Occasion,null,null,Zuzwil,null,AUDI,null,49800,km,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,123300,km,E 500 Avantgarde,MERCEDES-BENZ E 500 Avantgarde,null,car,null,null,null
Station Wagon,Blue,Occasion,null,null,Zuzwil,null,AUDI,null,114200,km,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,null,car,null,null,null
SUV,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,87800,km,ML 400 CDI,MERCEDES-BENZ ML 400 CDI,null,car,null,null,null
SUV,Gray,Occasion,null,null,Zuzwil,null,BMW,null,113000,km,X5 4.4i,BMW X5 4.4i,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,38700,km,SLK 230 Kompressor,MERCEDES-BENZ SLK 230 Kompressor,null,car,null,null,null
Saloon,White,Occasion,null,null,Zuzwil,null,AUDI,null,143700,km,A8 4.2 quattro,AUDI A8 4.2 quattro,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,78700,km,CLS 500,MERCEDES-BENZ CLS 500,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,BENTLEY,null,28000,km,Continental FlyingSpur6.0,BENTLEY Continental FlyingSpur6.0,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,ASTON MARTIN,null,17000,km,DB9 Volante,ASTON MARTIN DB9 Volante,null,car,null,null,null
Coupé,Silver,Occasion,null,null,St. Gallen,null,BENTLEY,null,5000,km,Continental GT Speed 6.0,BENTLEY Continental GT Speed 6.0,null,car,null,null,null
Coupé,White,Occasion,null,null,Zuzwil,null,FERRARI,null,36000,km,456M GT,FERRARI 456M GT,null,car,null,null,null
Saloon,Red,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,43700,km,C 350 Elégance 4Matic,MERCEDES-BENZ C 350 Elégance 4Matic,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,BENTLEY,null,44600,km,Arnage Green Label,BENTLEY Arnage Green Label,null,car,null,null,null
Coupé,White,Occasion,null,null,Zuzwil,null,FERRARI,null,26000,km,575M,FERRARI 575M,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,ROLLS-ROYCE,null,42000,km,Corniche,ROLLS-ROYCE Corniche,null,car,null,null,null
Convertible,Green,Occasion,null,null,Zuzwil,null,BMW,null,52900,km,M3,BMW M3,null,car,null,null,null
Coupé,White,Occasion,null,null,Zuzwil,null,BENTLEY,null,79700,km,Continental GT 6.0,BENTLEY Continental GT 6.0,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,AUDI,null,72600,km,RS4 Avant quattro,AUDI RS4 Avant quattro,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,AUDI,null,120200,km,Cabriolet 2.8 E,AUDI Cabriolet 2.8 E,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,ALFA ROMEO,null,37000,km,8C Coupé,ALFA ROMEO 8C Coupé,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,BMW,null,33600,km,545i,BMW 545i,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,56100,km,E 320 Elégance,MERCEDES-BENZ E 320 Elégance,null,car,null,null,null
Pick-up,Black,Occasion,null,null,Zuzwil,null,DODGE,null,41000,km,Ram SRT-10,DODGE Ram SRT-10,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,34500,km,E 63 AMG,MERCEDES-BENZ E 63 AMG,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,123400,km,SLK 32 AMG,MERCEDES-BENZ SLK 32 AMG,null,car,null,null,null
